Restaurant,ID,Rating,Reviews,Price,City,State,ZipCode,Category
The Slanted Door,ZuhygpLHdwsELMWa3Nbymw,3.5,5347,3,San Francisco,CA,94111,Vietnamese
Salt House,jk1T4xIb_FH_SsiVng43HA,3.5,1675,3,San Francisco,CA,94105,American (New)
The Big 4,0XtBuSGMhpMOMKRBjtJ4FA,4.0,607,3,San Francisco,CA,94108,Lounges
Anchor & Hope,iy1KBR5hRNcgCaqiUoBSoA,3.5,1437,3,San Francisco,CA,94105,Seafood
Top Of The Mark,f0c44sTsuLDmJO7tPCJ-tQ,3.5,1258,3,San Francisco,CA,94108,Breakfast & Brunch
Frascati,xdAgbLBQcffIxI8mYgjT1Q,4.5,1141,3,San Francisco,CA,94109,American (New)
Fringale,Ug9a63OBRBje0796bFFPgA,4.0,1037,3,San Francisco,CA,94107,French
Ristorante Milano,v1aUahwzM8CTeLA0O7J8ww,4.0,677,3,San Francisco,CA,94109,Italian
5A5 Steak Lounge,Q8cYhJGa9pwlu63f-KMV-A,4.0,2017,3,San Francisco,CA,94111,Steakhouses
Benu,q2EbLD93gEO5uXXx7Pk3bw,4.5,972,4,San Francisco,CA,94105,American (New)
Farallon,4raSXRuvBH1CHawSsuJiBA,4.0,1511,4,San Francisco,CA,94102,Seafood
KUSAKABE,U0GqpXzcIDlad7vQHbB63Q,4.5,750,4,San Francisco,CA,94111,Sushi Bars
Acquerello,mDM7-ho67ePJXd5TodtCOg,4.5,1029,4,San Francisco,CA,94109,Italian
Alexander's Steakhouse,PLx_VnZyFmxTS1zNTaDJxA,4.0,1567,4,San Francisco,CA,94107,Steakhouses
Campton Place,iU-XQ4dhII3WF1UKR4XrNQ,4.0,703,4,San Francisco,CA,94108,American (New)
Harris' Restaurant,FqYg7BcsryLFiUTknxpQpw,4.0,1720,4,San Francisco,CA,94109,Steakhouses
Sons & Daughters,GoIbbBYDyr8W46YmxJct-g,4.0,624,4,San Francisco,CA,94108,American (New)
Quince,zFxD8QinHt69Bs7M2mgB-Q,4.0,1385,4,San Francisco,CA,94133,French
Roka Akor - San Francisco,qKVwVCJ_5D0iOxJYE9wSJw,4.0,1079,4,San Francisco,CA,94133,Steakhouses
Jardiniere,inVsc1turxk_OpM9E2Q1Rw,4.0,1595,4,San Francisco,CA,94102,French
Hinata,yD9-WrXijc_grVmi_zkCfQ,4.5,326,4,San Francisco,CA,94109,Sushi Bars
Michael Mina,5I3fM8fRdkJdKL-_BJ1qvw,4.0,1148,4,San Francisco,CA,94111,Middle Eastern
La Folie,eSixRz7xcwtFdeh9hN5TyQ,4.5,1417,4,San Francisco,CA,94109,French
Boulevard,Tttm1r5Dw1sRMCfc3EQWPw,4.0,2542,4,San Francisco,CA,94105,American (New)
Keiko à Nob Hill,6ZNlnA733Rv0I9Mq5_yO0A,4.5,373,4,San Francisco,CA,94109,Japanese
Morton's The Steakhouse,ITFRPmzOeEp6dY3Dufh8vw,3.5,1122,4,San Francisco,CA,94102,Steakhouses
Osso Steakhouse,9-TPmOn6AbW2fLMiugQCiA,4.0,649,4,San Francisco,CA,94108,Steakhouses
Mister Jiu's,p22TPx1EFZcuEzl2qhuzGA,4.0,446,4,San Francisco,CA,94108,Chinese
Coi,HG5cvtfUcpMojb2RyB2ZJQ,4.0,739,4,San Francisco,CA,94133,American (New)
Hashiri,E-jaK7rK8nclJfIkeAHtsA,4.5,79,4,San Francisco,CA,94103,Japanese
Birdsong,XVPiXV_TPivnr9szB5kc-A,4.5,77,4,San Francisco,CA,94103,American (New)
Kiss Seafood,USbpXRK2pFey0V24QcgXsQ,4.0,525,4,San Francisco,CA,94115,Japanese
Omakase,WpcWACqlAodx5dbe5GJWZA,4.5,345,4,San Francisco,CA,94103,Sushi Bars
Parallel 37,GnxzYamcJRd5NG94wGxdcw,4.0,192,4,San Francisco,CA,94108,American (New)
Saison,XGHTrreDK35ciuA8R6naNQ,4.0,420,4,San Francisco,CA,94107,American (New)
The Progress,CS0pUlk25RV2-vhKFFbxqA,4.0,727,4,San Francisco,CA,94115,American (New)
Atelier Crenn,c3khi7kxBaA2ATUuMjtMZA,4.5,639,4,San Francisco,CA,94123,French
Robin,_CY0LgS5OOBhImGNeWwHWg,4.0,231,4,San Francisco,CA,94102,Sushi Bars
An Japanese Restaurant,zWpV3kVw1CO9Fb3JroQpqw,4.5,116,4,San Francisco,CA,94115,Sushi Bars
Eight Tables by George Chen,2FOv-XAZ2sMIlrE5xJc1Hw,5.0,46,4,San Francisco,CA,94133,Chinese
Khai,hE6Fc0ts1-EPaCvRW4Gt8w,4.5,116,4,San Francisco,CA,94103,Vietnamese
OzaOza,Y96P7pYNYya_bP-Ogun-0w,4.5,81,4,San Francisco,CA,94115,Japanese
Petit Crenn,kiRsScNQs_UdDV6jPyeCWg,4.0,330,4,San Francisco,CA,94102,French
Nightbird,Nhdz8ztI0SQkdcW7C38VGA,4.0,112,4,San Francisco,CA,94102,American (New)
The Phoenix Supper Club,ANP7Ewne8LfMHWSiz5kLhA,4.5,22,4,San Francisco,CA,94103,American (New)
Maruya,k8UnUjLkikZSdJ8NYWl6zA,4.0,330,4,San Francisco,CA,94103,Japanese
Jai Yun,BnZYqj66esOPiSbqeJb7zA,3.5,136,4,San Francisco,CA,94133,Chinese
Barcino,8NTW-bp5prQmhKEI5f4qxw,3.5,122,4,San Francisco,CA,94102,Tapas Bars
Kinjo,OlgHnpdim58vWkjuh3rVcw,4.0,76,4,San Francisco,CA,94109,Japanese
RTB Fillmore,Tf6Yv0vD8OMiXI1v9jdQsg,4.0,51,4,San Francisco,CA,94115,American (New)
Villa Taverna,5vAr0fMMF1BBW-ZJgr3UYg,4.5,16,4,San Francisco,CA,94111,Italian
AVERY,auXdl2WBTohNUH2_37Jyag,4.0,39,4,San Francisco,CA,94115,American (New)
Baker Doe,FrZouKmSH-_z3geSWePLJg,4.5,10,4,San Francisco,CA,94103,Bakeries
Tongwong Coffee,q5SZfHVW2QsaywYJ6Ykmxg,5.0,2,4,San Francisco,CA,94103,Coffee & Tea
Club Mari's,xXqkC4OEiCcwvketTvFULQ,2.5,16,4,San Francisco,CA,94115,Bars
Luckyrice Feast,s0b3Y6dW-O8rwxDjJNz3UQ,3.0,3,4,San Francisco,CA,94111,Asian Fusion
Mandarin Lounge,mQcPH4b77-fPh7yFuqLctQ,1.0,1,4,San Francisco,CA,94104,Lounges
Golden Boy Pizza,PTFxtXS47ZVRCdZIrEWvGw,4.5,3059,1,San Francisco,CA,94133,Pizza
Golden Gate Bakery,m3xdxV8YNH5uh1N01xdnLA,4.5,3078,1,San Francisco,CA,94133,Bakeries
Liguria Bakery,CfU_8BIc6SX7lhDYAB9Xkw,4.5,672,1,San Francisco,CA,94133,Bakeries
XOX Truffles,qkHlhvv6DrCkvY54ogcPiA,4.5,577,1,San Francisco,CA,94133,Chocolatiers & Shops
Stella Pastry & Cafe,Av-PbVkajf1XrgqIS8POSQ,4.0,1200,1,San Francisco,CA,94133,Bakeries
The Codmother Fish and Chips,PDhfVvcVXgBinZf5I6s1KQ,4.5,2705,1,San Francisco,CA,94133,British
Good Mong Kok Bakery,-sg6DqQNGyTMt0MHoY7diQ,4.0,2184,1,San Francisco,CA,94108,Bakeries
Alimento,v5-upYI3belSfXOeT1dNWw,4.5,587,1,San Francisco,CA,94133,Gelato
Caffe Greco,uzqUJiCHUqV2c3PnvSsqeQ,4.0,941,1,San Francisco,CA,94133,Coffee & Tea
Golden Gate Fortune Cookies,7CR8EP4gV-oYXyNa2-PTcw,4.5,796,1,San Francisco,CA,94108,Bakeries
Bob's Donut & Pastry Shop,GXu3PD4IPsxIHpo011aydg,4.5,2692,1,San Francisco,CA,94109,Bakeries
Hot Sauce and Panko,NwqdohySKrDnK0RsAde9UA,4.5,1006,1,San Francisco,CA,94109,Chicken Wings
Swensen's Ice Cream,cf6el4kGXe686x4Kb6F18Q,4.5,979,1,San Francisco,CA,94109,Ice Cream & Frozen Yogurt
Buster's Cheesesteak,Iq0137dlAydEXdKJorWJxw,4.0,742,1,San Francisco,CA,94133,American (Traditional)
Freddie's Sandwiches,yGEc-cj9Quk5mUh7maoPXA,4.5,431,1,San Francisco,CA,94133,Sandwiches
The Boardroom,mi8ADETT7WJfssSTld7OmA,4.0,407,1,San Francisco,CA,94133,Sports Bars
Cavalli Cafe,ejAOLv4S6-s3BOwTiPZQ7Q,4.0,367,1,San Francisco,CA,94133,Coffee & Tea
The Baked Bear - Custom Ice Cream Sandwiches,7YxKRfOZtsuH702EkyTwtw,4.5,344,1,San Francisco,CA,94133,Ice Cream & Frozen Yogurt
The Saloon,JDAXKz1T76--VLeJLUIaPQ,4.0,430,1,San Francisco,CA,94133,Jazz & Blues
Delicious Dim Sum,Fo5Wscbb9rwcLuaO-sc2zQ,4.0,831,1,San Francisco,CA,94133,Dim Sum
Nick's Crispy Tacos,ziVej4oW2JpUConTE_Y_mg,4.0,3151,1,San Francisco,CA,94109,Mexican
Caffe Trieste,j9EVcmunMUIFut_EpsYrog,4.0,625,1,San Francisco,CA,94133,Cafes
Señor Sisig,ma-IFK7XaRdVwA9lxNyMXA,4.0,1418,1,San Francisco,CA,94104,Filipino
Hole In The Wall Coffee,LYR-FTjuFk_cCKI7mqO10A,4.5,126,1,San Francisco,CA,94133,Coffee & Tea
Loving Cup,8LEnV8Z0-YKPWb1nLKgQHQ,4.0,1035,1,San Francisco,CA,94109,Desserts
Sam's,U768gBDU8XM3_cr-yJxwvg,4.0,559,1,San Francisco,CA,94133,American (Traditional)
Golden Star Vietnamese Restaurant,1pq5mmp71nXWBK_jG9VxHg,4.0,1170,1,San Francisco,CA,94108,Vietnamese
In-N-Out Burger,_RysiB_bqTgCBmG8W96H4A,4.0,1695,1,San Francisco,CA,94133,Fast Food
Gelato Classico Italian,yHUapaoG0LNKVgUagsFXpQ,4.0,224,1,San Francisco,CA,94133,Ice Cream & Frozen Yogurt
Good Luck Cafe and Deli,kK0s7FAovaLmVDM4D_NdSQ,4.5,386,1,San Francisco,CA,94108,Delis
Northstar Cafe,MWPXDx0XBFDh9qkrIvXHzQ,4.0,284,1,San Francisco,CA,94133,Bars
The Baked Bear - Custom Ice Cream Sandwiches,W01ZzmeWz0vJip3TVDmdyA,4.5,363,1,San Francisco,CA,94133,Ice Cream & Frozen Yogurt
Hot Spud,JcyoZPdWdhlsrIVEMdLQ2A,4.5,485,1,San Francisco,CA,94133,Gluten-Free
Tony's Coal-Fired Pizza And Slice House,huUzLVDESMfD-MV0w3BjpQ,3.5,385,1,San Francisco,CA,94133,Pizza
Za Pizza,WKJzi4g1OGp1nW_6ZJD_rQ,4.0,1034,1,San Francisco,CA,94109,Pizza
Yo Yo's,JPL5OqxmoKGWXZxVSlYkag,4.0,509,1,San Francisco,CA,94111,Japanese
Saint Frank Coffee,AsmIi9jXkb9ACliVB4Fp9w,4.5,592,1,San Francisco,CA,94109,Coffee & Tea
Kam Po Kitchen,0Yw-OWhZAU8BI852cx21ug,4.0,404,1,San Francisco,CA,94133,Cantonese
Tanguito,AdupguljIIejtEOnExddkQ,4.0,553,1,San Francisco,CA,94133,Argentine
Columbus Cafe,Ibz2bWXEU2kLjVYBtB4BPg,4.0,334,1,San Francisco,CA,94133,Dive Bars
Cafe Me,bdFlEMBC6HRgoHKcgoHc1g,4.5,282,1,San Francisco,CA,94111,Coffee & Tea
Li Po Cocktail Lounge,YfTg4ghDPIF48HxcFQvJdQ,4.0,567,1,San Francisco,CA,94108,Dive Bars
Caffe Capriccio,__RnSySB3Z1rESyxOLilyw,4.0,386,1,San Francisco,CA,94133,Breakfast & Brunch
Sam Wo Restaurant,Z_X0WvSmh9DUxBD9xhet9Q,4.0,834,1,San Francisco,CA,94108,Chinese
Plentea - San Francisco,vMiM0kaavveZZ61lBe-LJg,3.5,1798,1,San Francisco,CA,94108,Tea Rooms
Beacon Coffee & Pantry,jCBTQri4FzW6aQVXLBh1_w,4.0,267,1,San Francisco,CA,94133,Coffee & Tea
901 Columbus Cafe,8O2Z292anffuimm9OXkbUA,4.0,327,1,San Francisco,CA,94133,Cafes
Yan's Kitchen,SuGcF3UywZs6dOu8U45Anw,4.0,471,1,San Francisco,CA,94111,Chinese
Bow Bow Cocktail Lounge,lQZNnHj-Km46ujwouI_zqQ,4.0,243,1,San Francisco,CA,94133,Karaoke
Mara's Italian Pastry,eBwXYcyh_4C4xiKYCy1ygw,3.5,535,1,San Francisco,CA,94133,Bakeries
Mama's On Washington Square,MvAo0hj9FXOeNL5PwBZ0fQ,4.0,3949,2,San Francisco,CA,94133,Breakfast & Brunch
Tony's Pizza Napoletana,mSMZJj2pFvttWLpcDmgrEA,4.0,4282,2,San Francisco,CA,94133,Pizza
Sotto Mare Oysteria & Seafood,8dUaybEPHsZMgr1iKgqgMQ,4.5,3219,2,San Francisco,CA,94133,Seafood
Don Pisto's,voFE8DTKsTFi1Vzm_zzd0Q,4.0,1700,2,San Francisco,CA,94133,Mexican
Italian Homemade Company,K9XVDlPNhrrSVEJN7uWqJQ,4.5,1123,2,San Francisco,CA,94133,Grocery
Fog Harbor Fish House,f-m7-hyFzkf0HSEeQ2s-9A,4.0,4611,2,San Francisco,CA,94133,Seafood
Molinari Delicatessen,FmGF1B-Rpsjq1f5b56qMwg,4.5,1015,2,San Francisco,CA,94133,Delis
È Tutto Qua,F6SOy6-3tP4i-ipACZUS0g,4.0,1951,2,San Francisco,CA,94133,Italian
Trattoria Contadina,6e7gMgVJRQ5rtkIbTF6TLQ,4.0,1214,2,San Francisco,CA,94133,Italian
Baonecci Ristorante,gtIud2JPu_tW3LMldEOUaw,4.5,908,2,San Francisco,CA,94133,Pizza
Il Casaro Pizzeria & Mozzarella Bar,I8T8aoAsFQYwQiRvLBayFA,4.5,903,2,San Francisco,CA,94133,Italian
Tommaso's,MWaeG9XhJdFzbcrSrpF6mQ,4.0,1505,2,San Francisco,CA,94133,Italian
Hollywood Cafe,vVN_oVe6jvr4PCmXg_m9CA,4.5,1873,2,San Francisco,CA,94133,Breakfast & Brunch
Piccolo Forno,o43B4DnnQbvkdDK6AVafQg,4.5,398,2,San Francisco,CA,94133,Pizza
Franchino,kgKMZc97EdDaq77dtTqqNQ,4.0,1044,2,San Francisco,CA,94133,Italian
Original Joe's,GtKxIGU6LJu14UErdNulmQ,4.0,1158,2,San Francisco,CA,94133,Italian
The Stinking Rose,ZiF9L8JML7kwfOi989OaTQ,3.5,3656,2,San Francisco,CA,94133,Italian
Firenze by Night Ristorante,GJ0eh6qBV0NjVwmPQUkHXQ,4.0,928,2,San Francisco,CA,94133,Italian
Capo's Chicago Pizza,OEBWAAJ3FmcseeP1oNwzBQ,4.0,693,2,San Francisco,CA,94133,Italian
Sodini's Green Valley Restaurant,iZCSLA7clUGpUFzRnZtQkw,4.0,831,2,San Francisco,CA,94133,Italian
R&G Lounge,ka1_lat2boQwLMsOCiwGiA,3.5,4093,2,San Francisco,CA,94108,Chinese
15 Romolo,m0ip9nECwVVjfjulwrKisQ,4.0,1020,2,San Francisco,CA,94133,Tapas/Small Plates
Betty Lou's Seafood & Grill,OH3GLEJvGhbER4d3xMuPIA,4.5,410,2,San Francisco,CA,94133,Seafood
Mo's Grill,iFZuhhzJCfq5qQBOV5LWKw,4.0,795,2,San Francisco,CA,94133,Burgers
Il Pollaio,66khyY7kxNKiW6x7anZj9g,4.5,360,2,San Francisco,CA,94133,Italian
Boudin Bakery & Cafe,yyi2GpG_p7TX7XAq_eHSZA,4.0,2994,2,San Francisco,CA,94133,Bakeries
La Trappe,O1MMFEvWtjzvD0dlSymreg,4.0,807,2,San Francisco,CA,94133,Belgian
Caffe Sport,3523gS3FWpFdGFR7vjvhnA,4.0,649,2,San Francisco,CA,94133,Italian
Mona Lisa Restaurant,bC3FfFqfaQu7gZznjkmt9Q,4.0,1249,2,San Francisco,CA,94133,Italian
Mario's Bohemian Cigar Store Cafe,UjeOgcv831QTChTP04-Uag,4.0,546,2,San Francisco,CA,94133,Italian
Curry Leaf,c70nh-BV7Nn_rnNXDXnABg,4.5,519,2,San Francisco,CA,94133,Indian
Vesuvio Cafe,ZKVAo-v0LgVFhKQOXytsQQ,4.0,829,2,San Francisco,CA,94133,Lounges
Hunan Home's Restaurant,cHoNUKltOAJWSmNfsZ1h-w,3.5,1872,2,San Francisco,CA,94133,Chinese
Surisan,i09UMzccKgyLwGYKDVP28w,4.5,947,2,San Francisco,CA,94133,Korean
Eight AM,4-ra3RxOy1PpvnaK49dy8w,4.5,970,2,San Francisco,CA,94133,American (New)
The Buena Vista,wdlyeH5ug7uZpvtb-N97fQ,4.0,2296,2,San Francisco,CA,94109,Bars
Massawa Restaurant,87wvt5-EkwbD1NY2gR5sAQ,4.5,230,2,San Francisco,CA,94133,Ethiopian
Calzone's Restaurant,eIp-wW02p_jcrZ2atZGDRA,3.5,1385,2,San Francisco,CA,94133,Pizza
Bodega,nF2XsQVUMFj-_LudpenBVg,4.5,160,2,San Francisco,CA,94133,Wine Bars
House of Nanking,C0whbbQhUMBv8X-Mmtqrcg,3.5,3112,2,San Francisco,CA,94133,Chinese
Maykadeh,OpBTLNaGnGcn8DRsLcEfQQ,4.0,741,2,San Francisco,CA,94133,Middle Eastern
Comstock Saloon,fL02NLRFLMQT7Pot44gxhA,4.0,884,2,San Francisco,CA,94133,Lounges
Caffé DeLucchi,IEsEE24dqyKEoqDNoHHMeA,3.5,901,2,San Francisco,CA,94133,Italian
Candicake,FqplvrJGyzT2KYp8n4scvA,5.0,203,2,San Francisco,CA,94133,Cupcakes
Victoria Pastry,VxtDQfBA3ECjTUO7CG1YXQ,4.0,471,2,San Francisco,CA,94133,Bakeries
Tony Nik's Cafe,54iy2DqZfGgZWgADciELHg,4.0,280,2,San Francisco,CA,94133,Lounges
Swan Oyster Depot,eI0DpD2Xx8hFlk7eAdFCqQ,4.0,2519,2,San Francisco,CA,94109,Seafood
La Fusión,DLpHmXitZxDLdqTwydUSdA,4.5,1067,2,San Francisco,CA,94104,Latin American
Ideale,Ws6FGlrk0yxBT7GFpik57g,4.0,689,2,San Francisco,CA,94133,Italian
Leopold's,sQavxElZ71EGMrQ1zktn8Q,4.5,983,2,San Francisco,CA,94109,German
The House,ZoZjbOYR-apY8XvommlNUA,4.5,4396,3,San Francisco,CA,94133,Asian Fusion
Kokkari Estiatorio,PsY5DMHxa5iNX_nX0T-qPA,4.5,4159,3,San Francisco,CA,94111,Greek
Park Tavern,4-pWX0F9mi_VlN1IAxweSQ,4.0,1465,3,San Francisco,CA,94133,American (New)
House of Prime Rib,oT08T3Vpn1I7jDmrBBRMTw,4.0,6538,3,San Francisco,CA,94109,American (Traditional)
Hillstone,_D1Ev_zTZs5ijHkleK6C2w,4.0,2040,3,San Francisco,CA,94111,American (New)
Wayfare Tavern,ykvr3ib1gHQHI4tznSn8iA,4.0,3608,3,San Francisco,CA,94111,American (Traditional)
Cafe Jacqueline,JJnkXwf96vh1Uu7XZWZZAg,4.0,615,3,San Francisco,CA,94133,French
BIX,PzPPcGVg5O4UuW5cTopJhA,4.0,1693,3,San Francisco,CA,94133,American (Traditional)
Trestle,jcFf2ZnJYL0nWCdIpqiA-g,4.5,722,3,San Francisco,CA,94133,American (New)
Albona Ristorante Istriano,bbZXNAr-zs9PAwlu01LTCQ,4.5,655,3,San Francisco,CA,94133,Italian
Frascati,xdAgbLBQcffIxI8mYgjT1Q,4.5,1141,3,San Francisco,CA,94109,American (New)
Scoma's Restaurant,jqEpBbf_qNfWuz_GBkwCjw,4.0,3251,3,San Francisco,CA,94133,Seafood
Stones Throw,uvQDJdwQM_pe_blEYQlgSg,4.5,846,3,San Francisco,CA,94109,American (New)
Cotogna,HVJdo4f_6MxkM_1aCAK3NA,4.0,1297,3,San Francisco,CA,94133,Italian
Seven Hills,dTWMVRcMVC4zynbFQC7A2A,4.5,904,3,San Francisco,CA,94109,Italian
5A5 Steak Lounge,Q8cYhJGa9pwlu63f-KMV-A,4.0,2017,3,San Francisco,CA,94111,Steakhouses
Crab House at Pier 39,kWrVV4mS-SLy-Ph_DeJSAg,3.5,2059,3,San Francisco,CA,94133,Seafood
North Beach Restaurant,tzQaJ4-X7wZocpYBKKCRhQ,3.5,744,3,San Francisco,CA,94133,Italian
Tadich Grill,WxxE5kE8omgQhJE8sWIvmA,4.0,2189,3,San Francisco,CA,94111,Seafood
Perbacco,ztL8KI0ed0snCiK88ZUfNw,4.0,1929,3,San Francisco,CA,94111,Italian
Piperade,eG5VcB6XuSp-C1mAggD_Cg,4.0,837,3,San Francisco,CA,94111,Basque
Allegro Romano,5yY41syV-6KwSi-sfmv7CA,4.0,534,3,San Francisco,CA,94109,Italian
Da Flora-A Venetian Osteria,EziYeY5tc3CVRLPXF-_McA,4.0,287,3,San Francisco,CA,94133,Italian
Okoze Sushi,FkmficKyZxewFcG5H2FcNg,4.0,621,3,San Francisco,CA,94109,Sushi Bars
The Speakeasy SF,L4EY97dIqxblXf75eeySNw,4.5,263,3,San Francisco,CA,94133,Performing Arts
Tonga Room & Hurricane Bar,458NXhlB0ZtEaJUPI3PPcA,3.5,2440,3,San Francisco,CA,94108,Asian Fusion
Ristorante Milano,v1aUahwzM8CTeLA0O7J8ww,4.0,677,3,San Francisco,CA,94109,Italian
Franciscan Crab Restaurant,KfrgWyMWH1HBGvoUkDYoRQ,3.5,1570,3,San Francisco,CA,94133,Seafood
Istanbul Modern SF,0T1Kc6tUWaG3cPnyiD40Hw,5.0,79,3,San Francisco,CA,94133,Turkish
Pabu,BRz0ocqDzNlGS-AG1IpXtA,4.0,783,3,San Francisco,CA,94111,Japanese
Top Of The Mark,f0c44sTsuLDmJO7tPCJ-tQ,3.5,1258,3,San Francisco,CA,94108,Breakfast & Brunch
Tosca Cafe,RRcRzlyM3YL10XubBNKHFQ,3.5,450,3,San Francisco,CA,94133,Italian
The Big 4,0XtBuSGMhpMOMKRBjtJ4FA,4.0,607,3,San Francisco,CA,94108,Lounges
1760,r-H1GLL-5ST9_wzzhK-_CQ,4.0,658,3,San Francisco,CA,94109,American (New)
Venticello Ristorante,ottYyioDD3E8OBzrF4QXfg,4.0,472,3,San Francisco,CA,94108,Italian
Ichido,fchN6rNVAb1-OqxLMcdrvA,4.5,79,3,San Francisco,CA,94133,Seafood
Cold Drinks Bar,1BK60N2F581Yi0IqmccL_g,4.5,71,3,San Francisco,CA,94133,Cocktail Bars
Cocotte,xO2V0wkXP3Na-mWhLo1ZxQ,4.0,463,3,San Francisco,CA,94109,French
Leo's Oyster Bar,EKLjQC4LH_WPFJPubtPfMQ,4.0,281,3,San Francisco,CA,94111,Bars
Nico,aDM5I7syc0LR49nf7pLIXQ,4.0,239,3,San Francisco,CA,94111,American (New)
Bob's Steak & Chop House,cj14YLKJk5fWDjYc6auZVg,3.5,551,3,San Francisco,CA,94104,Steakhouses
B44 Catalan Bistro,9GDwCGORwtpgiQJs3K72JA,3.5,1002,3,San Francisco,CA,94104,Spanish
Rue Lepic,mNFQuOA_hhrqmJeHg-AzKA,4.0,269,3,San Francisco,CA,94108,French
Waterfront Restaurant,DeGdhZKXoTnyyFc8GC2BHg,3.0,1063,3,San Francisco,CA,94111,Seafood
The Lounge,8wGfkHlQyS-tfZYwdQNuMQ,4.0,118,3,San Francisco,CA,94108,Lounges
Lord Stanley,s6qUvb3LGcQtS38AG2i74Q,3.5,209,3,San Francisco,CA,94109,Modern European
AltoVino,scOW_lrWRh0dPb5aFS8pmg,4.5,35,3,San Francisco,CA,94133,Italian
Sam's Grill & Seafood Restaurant,rae5BYOri8Def-VVYZzpSg,3.5,335,3,San Francisco,CA,94104,Seafood
Laurel Court Restaurant & Bar,4qm1k0WytiIJZ3WO4lyPMQ,3.0,312,3,San Francisco,CA,94108,Bars
Toy Soldier,CJoB6XuCZ8XGoU8Nht6i-A,4.0,99,3,San Francisco,CA,94104,American (New)
Gary Danko,WavvLdfdP6g8aZTtbBQHTw,4.5,4944,4,San Francisco,CA,94109,American (New)
Quince,zFxD8QinHt69Bs7M2mgB-Q,4.0,1385,4,San Francisco,CA,94133,French
KUSAKABE,U0GqpXzcIDlad7vQHbB63Q,4.5,750,4,San Francisco,CA,94111,Sushi Bars
Roka Akor - San Francisco,qKVwVCJ_5D0iOxJYE9wSJw,4.0,1079,4,San Francisco,CA,94133,Steakhouses
La Folie,eSixRz7xcwtFdeh9hN5TyQ,4.5,1417,4,San Francisco,CA,94109,French
Coi,HG5cvtfUcpMojb2RyB2ZJQ,4.0,739,4,San Francisco,CA,94133,American (New)
Acquerello,mDM7-ho67ePJXd5TodtCOg,4.5,1029,4,San Francisco,CA,94109,Italian
Michael Mina,5I3fM8fRdkJdKL-_BJ1qvw,4.0,1148,4,San Francisco,CA,94111,Middle Eastern
Keiko à Nob Hill,6ZNlnA733Rv0I9Mq5_yO0A,4.5,373,4,San Francisco,CA,94109,Japanese
Mister Jiu's,p22TPx1EFZcuEzl2qhuzGA,4.0,446,4,San Francisco,CA,94108,Chinese
Eight Tables by George Chen,2FOv-XAZ2sMIlrE5xJc1Hw,5.0,46,4,San Francisco,CA,94133,Chinese
Osso Steakhouse,9-TPmOn6AbW2fLMiugQCiA,4.0,649,4,San Francisco,CA,94108,Steakhouses
Parallel 37,GnxzYamcJRd5NG94wGxdcw,4.0,192,4,San Francisco,CA,94108,American (New)
Jai Yun,BnZYqj66esOPiSbqeJb7zA,3.5,136,4,San Francisco,CA,94133,Chinese
Kinjo,OlgHnpdim58vWkjuh3rVcw,4.0,76,4,San Francisco,CA,94109,Japanese
Villa Taverna,5vAr0fMMF1BBW-ZJgr3UYg,4.5,16,4,San Francisco,CA,94111,Italian
Mandarin Lounge,mQcPH4b77-fPh7yFuqLctQ,1.0,1,4,San Francisco,CA,94104,Lounges
Absolute Bagels,JV5oa5-KGdiWnqrKPoxSug,4.5,1179,1,New York,NY,10025,Bakeries
Doaba Deli,6NcU2JAznLr9dDHp6GgQyw,4.5,213,1,New York,NY,10025,Indian
Xi'an Famous Foods,XiIBASyS65DX3E_staW0JQ,4.0,327,1,New York,NY,10025,Chinese
Hungarian Pastry Shop,8Qe6g3Dv5NXN1Zq-egJk9w,3.5,580,1,New York,NY,10025,Bakeries
Roti Roll Bombay Frankie,Y2I946V78wOdwaUD9chmqg,4.0,340,1,New York,NY,10025,Indian
Sal & Carmine's Pizza,Qab4GBAxxjacF4KsXLFETA,3.5,308,1,New York,NY,10025,Pizza
Taqueria y Fonda La Mexicana,YKAwpTnKO-n5vB9-pqaCLQ,3.5,459,1,New York,NY,10025,Mexican
Koronet Pizza,A46G2OAvLxFswiONB50Rrg,3.5,575,1,New York,NY,10025,Pizza
Beard Papa's,JaFHhBaCNRJYaGW9zeFQCQ,4.5,783,1,New York,NY,10024,Bakeries
Cool Fresh Juice Bar,a2V1TZm-KjIYKa8Miffn1Q,4.5,73,1,Manhattan,NY,10025,Juice Bars & Smoothies
Filicori Zecchini,5QszELqJFqeFgpeujfknlQ,4.0,165,1,New York,NY,10025,Coffee & Tea
The Halal Guys,WEDQ3ysOS2twleC7TZlmGw,3.5,337,1,New York,NY,10025,Halal
By the Way Bakery,yaBrQbt7kMrbXAo6qrzpYw,4.5,182,1,New York,NY,10024,Bakeries
Shiny Tea,-yyCWn1iihJ3XpFNIq16-w,4.5,90,1,New York,NY,10025,Bubble Tea
Little Italy Pizza,HpjArOwDD0ddcD2cvCDp6Q,4.0,222,1,New York,NY,10025,Pizza
Broadway Dive Bar,KKBVN_B6iSJXINk2HQ46gQ,4.0,126,1,New York,NY,10025,Dive Bars
Joe Coffee Company,EO1zP_tunYXKHYx-Xnqbeg,4.0,351,1,New York,NY,10024,Coffee & Tea
Broadway Restaurant,W0c-FS060axwxHcCtJwuRw,4.0,148,1,New York,NY,10025,Diners
